,No,Name,Type,Zone,TTChange,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
128,59440,Ahmedabad - Mumbai Central Passenger,Pass,WR,No Speed Change,NULL,NULL,ADI,23:10,MMCT,15:00,15h 50m,64,SMTWTFS,SL ,493 km,31 km/hr,59439
129,56701,Punalur - Madurai Passenger,Pass,SR,Slowed: 10m,NULL,NULL,PUU,15:30,MDU,06:35,15h 5m,47,SMTWTFS,SL ,411 km,27 km/hr,56700
130,58219,Bilaspur - Chirimiri Passenger,Pass,SECR,Speeded: 20m,NULL,NULL,BSP,23:00,CHRM,07:30,8h 30m,27,SMTWTFS,SL ,237 km,28 km/hr,58220
131,57130,Hyderabad - Vijayapura Passenger,Pass,SCR,No Speed Change,NULL,NULL,HYB,19:45,BJP,11:10,15h 25m,49,SMTWTFS,SL ,445 km,29 km/hr,57129
132,57549,Hyderabad - Aurangabad Passenger,Pass,SCR,Slowed: 5m,NULL,NULL,HYB,21:35,AWB,14:20,16h 45m,57,SMTWTFS,SL ,582 km,35 km/hr,57550
133,57563,Hyderabad - Parbhani Passenger,Pass,SCR,Slowed: 5m,NULL,NULL,HYB,22:35,PBN,09:15,10h 40m,43,SMTWTFS,SL 3A ,340 km,32 km/hr,57564
134,55149,Gorakhpur - Varanasi City Passenger (UnReserved),Pass,NER,No Speed Change,NULL,NULL,GKP,23:20,BCY,06:25,7h 5m,25,SMTWTFS,NULL,228 km,32 km/hr,55150
135,59385,Penchvalley Fast Passenger,Pass,WR,No TT Change,NULL,NULL,INDB,13:00,BDKD,06:10,17h 10m,52,SMTWTFS,SL 3A ,588 km,34 km/hr,59386
136,57564,Hazur Sahib Nanded - Hyderabad Passenger,Pass,SCR,No Speed Change,NULL,NULL,NED,23:30,HYB,07:45,8h 15m,27,SMTWTFS,SL 3A ,281 km,34 km/hr,57563
137,59441,Mumbai Central - Ahmedabad Passenger,Pass,WR,Slowed: 5m,NULL,NULL,MMCT,22:40,ADI,15:00,16h 20m,71,SMTWTFS,SL 2A ,493 km,30 km/hr,59442
138,58011,Howrah - Chakradharpur Fast Passenger,Pass,SER,No Speed Change,NULL,NULL,HWH,23:05,CKP,09:20,10h 15m,43,SMTWTFS,SL 3A 2A ,439 km,43 km/hr,58012
139,58530,Visakhapatnam - Durg Passenger,Pass,ECoR,Speeded: 15m,NULL,NULL,VSKP,21:55,DURG,13:25,15h 30m,61,SMTWTFS,SL ,570 km,37 km/hr,58529
140,58501,Visakhapatnam - Kirandul Passenger,Pass,SCoR,Slowed: 30m,NULL,NULL,VSKP,06:50,KRDL,21:15,14h 25m,48,SMTWTFS,2S SL Ex ,471 km,33 km/hr,58502
141,58112,Itwari - Tatanagar Passenger,Pass,SER,No Speed Change,NULL,NULL,ITR,21:15,TATA,00:05,26h 50m,105,SMTWTFS,SL ,877 km,33 km/hr,58111
142,57129,Vijayapura - Bolarum Passenger,Pass,SCR,No Speed Change,NULL,NULL,BJP,18:30,BMO,08:45,14h 15m,59,SMTWTFS,SL ,458 km,32 km/hr,57130
143,57265,Visakhapatnam - Narasapur (Link) Passenger,Pass,SCR,Speeded: 20m,NULL,NULL,VSKP,19:15,NS,03:55,8h 40m,24,SMTWTFS,SL ,299 km,35 km/hr,57264
144,57264,Narasapur - Visakhapatnam (Link) Passenger,Pass,SCR,Speeded: 45m,NULL,NULL,NS,23:05,VSKP,08:10,9h 5m,22,SMTWTFS,SL ,299 km,33 km/hr,57265
145,55801,Manas Rhino Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,NBQ,04:50,GHY,09:15,4h 25m,20,SMTWTFS,NULL,157 km,35 km/hr,55802
146,58220,Chirimiri - Bilaspur Junction Passenger,Pass,SECR,Speeded: 15m,NULL,NULL,CHRM,20:50,BSP,05:35,8h 45m,27,SMTWTFS,SL ,237 km,27 km/hr,58219
147,56501,Vijayawada - Hubballi Passenger,Pass,SWR,No Speed Change,NULL,NULL,BZA,07:05,UBL,05:30,22h 25m,68,SMTWTFS,SL ,691 km,31 km/hr,56502
148,56502,Hubballi - Vijayawada Passenger,Pass,SWR,Slowed: 5m,NULL,NULL,UBL,23:30,BZA,19:15,19h 45m,68,SMTWTFS,SL ,691 km,35 km/hr,56501
149,55810,Guwahati - New Bongaigaon Passenger (UnReserved),Pass,NFR,Slowed: 5m,NULL,NULL,GHY,05:00,NBQ,10:10,5h 10m,20,SMTWTFS,NULL,157 km,30 km/hr,55809
150,57550,Aurangabad - Hyderabad Passenger,Pass,SCR,No Speed Change,NULL,NULL,AWB,15:35,HYB,07:05,15h 30m,55,SMTWTFS,SL ,582 km,38 km/hr,57549
151,54251,Lucknow - Saharanpur Passenger (UnReserved),Pass,NR,Slowed: 30m,NULL,NULL,LKO,20:40,SRE,20:00,23h 20m,72,SMTWTFS,NULL,519 km,22 km/hr,54252
152,54793,Sawai Madhopur - Mathura Passenger (UnReserved),Pass,NWR,No Speed Change,NULL,NULL,SWM,05:05,MTJ,11:10,6h 5m,28,SMTWTFS,NULL,216 km,36 km/hr,54794
153,55809,New Bongaigaon - Guwahati Passenger (UnReserved),Pass,NFR,No Speed Change,NULL,NULL,NBQ,16:40,GHY,21:20,4h 40m,20,SMTWTFS,NULL,157 km,34 km/hr,55810
154,55802,Manas  Rhino Passenger (UnReserved),Pass,NFR,Speeded: 2m,NULL,NULL,GHY,17:30,NBQ,21:58,4h 28m,20,SMTWTFS,NULL,157 km,35 km/hr,55801
155,57382,Narasapur - Guntur Passenger (UnReserved),Pass,SCoR,No Speed Change,NULL,NULL,NS,06:05,GNT,11:40,5h 35m,24,SMTWTFS,NULL,171 km,31 km/hr,57381
156,57381,Guntur - Narasapur Fast Passenger (UnReserved),Pass,SCoR,Speeded: 5m,NULL,NULL,GNT,16:35,NS,22:35,6h 0m,26,SMTWTFS,NULL,171 km,28 km/hr,57382
157,57226,Visakhapatnam - Vijayawada Passenger (UnReserved),Pass,SCoR,Slowed: 1h 10m,NULL,NULL,VSKP,09:10,BZA,19:35,10h 25m,49,SMTWTFS,NULL,350 km,34 km/hr,57225
158,57652,Repalle - Secunderabad Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,RAL,07:00,SC,17:00,10h 0m,38,SMTWTFS,NULL,341 km,34 km/hr,57651
159,57651,Secunderabad - Repalle Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,SC,10:50,RAL,20:10,9h 20m,38,SMTWTFS,NULL,341 km,37 km/hr,57652
160,56889,Tirupati - Katpadi Passenger (UnReserved),Pass,SR,Speeded: 5m,NULL,NULL,TPTY,02:45,KPD,05:25,2h 40m,11,SMTWTFS,NULL,105 km,39 km/hr,56883
161,57404,Katpadi - Tirupati Main  Passenger (UnReserved),Pass,SCR,No Speed Change,NULL,NULL,KPD,06:15,TPTY,09:10,2h 55m,12,SMTWTFS,NULL,105 km,36 km/hr,57403
162,56009,Arakkonam - Vellore Cantt. Passenger (UnReserved),Pass,SR,Slowed: 40m,NULL,NULL,AJJ,07:10,VLR,09:45,2h 35m,11,SMTWTFS,NULL,71 km,27 km/hr,56010
163,57401,Tirupati - Katpadi Passenger (UnReserved),Pass,SCR,Speeded: 5m,NULL,NULL,TPTY,06:45,KPD,09:25,2h 40m,11,SMTWTFS,NULL,105 km,39 km/hr,57402
164,56014,Vellore Cantt. - Arakkonam Passenger (UnReserved),Pass,SR,Speeded: 15m,NULL,NULL,VLR,10:10,AJJ,12:10,2h 0m,11,SMTWTFS,NULL,71 km,35 km/hr,56013
165,57405,Tirupati - Katpadi Passenger (UnReserved),Pass,SCR,Speeded: 10m,NULL,NULL,TPTY,11:00,KPD,13:50,2h 50m,11,SMTWTFS,NULL,105 km,37 km/hr,57406
166,56013,Arakkonam - Vellore Cantt Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,AJJ,13:05,VLR,15:25,2h 20m,11,SMTWTFS,NULL,71 km,30 km/hr,56014
167,56010,Vellore Cantt. - Arakkonam Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,VLR,17:10,AJJ,19:25,2h 15m,11,SMTWTFS,NULL,71 km,31 km/hr,56009
168,57406,Katpadi - Tirupati Main Passenger (UnReserved),Pass,SCR,No TT Change,NULL,NULL,KPD,18:15,TPTY,22:10,3h 55m,11,SMTWTFS,NULL,105 km,27 km/hr,57405
169,57403,Tirupati Main - Katpadi Passenger (UnReserved),Pass,SCR,Speeded: 10m,NULL,NULL,TPTY,19:30,KPD,22:10,2h 40m,12,SMTWTFS,NULL,105 km,39 km/hr,57404
170,56007,Arakkonam - Katpadi Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,AJJ,21:00,KPD,22:50,1h 50m,8,SMTWTFS,NULL,61 km,33 km/hr,56008
171,56112,Erode - Jolarpettai Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,ED,06:30,JTJ,12:30,6h 0m,21,SMTWTFS,NULL,180 km,30 km/hr,56111
172,56846,Erode - Jolarpettai Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,ED,16:00,JTJ,21:20,5h 20m,21,SMTWTFS,NULL,180 km,34 km/hr,56845
173,56861,Villupuram - Puducherry Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,VM,05:25,PDY,06:25,1h 0m,3,SMTWTFS,NULL,38 km,38 km/hr,56862
174,56845,Jolarpettai - Erode Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,JTJ,05:30,ED,10:40,5h 10m,21,SMTWTFS,NULL,180 km,35 km/hr,56846
175,56864,Puducherry - Villupuram Passenger (UnReserved),Pass,SR,No TT Change,NULL,NULL,PDY,16:00,VM,16:55,0h 55m,3,SMTWTFS,NULL,38 km,41 km/hr,56863
176,56111,Jolarpettai - Erode Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,JTJ,15:10,ED,19:45,4h 35m,21,SMTWTFS,NULL,180 km,39 km/hr,56112
177,56862,Puducherry - Villupuram Passenger (UnReserved),Pass,SR,No TT Change,NULL,NULL,PDY,08:10,VM,08:55,0h 45m,3,SMTWTFS,NULL,38 km,50 km/hr,56861
178,56320,Coimbatore - Nagercoil fast Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,CBE,07:20,NCJ,20:20,13h 0m,44,SMTWTFS,NULL,533 km,41 km/hr,56319
179,56712,Palakkad Town -Tiruchchirappalli Fast Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,PGTN,06:25,TPJ,13:55,7h 30m,22,SMTWTFS,NULL,302 km,40 km/hr,56713
180,56841,Tiruchchirappalli-Erode Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,TPJ,06:50,ED,11:10,4h 20m,22,SMTWTFS,NULL,141 km,33 km/hr,56842
181,56713,Tiruchchirappalli - Palakkad Town Fast Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,TPJ,13:00,PGTN,20:50,7h 50m,29,SMTWTFS,NULL,302 km,39 km/hr,56712
182,56319,Nagercoil- Coimbatore Fast Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,NCJ,07:10,CBE,20:50,13h 40m,37,SMTWTFS,NULL,533 km,39 km/hr,56320
183,56109,Tiruchchirappalli- Erode Passenger (UnReserved),Pass,SR,Slowed: 12m,NULL,NULL,TPJ,16:20,ED,20:22,4h 2m,17,SMTWTFS,NULL,141 km,35 km/hr,56110
184,56145,Mettupalayam - Coimbatore Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,MTP,08:15,CBE,09:05,0h 50m,4,SMTWTFS,NULL,36 km,43 km/hr,56146
185,56604,Shoranur - Coimbatore Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,SRR,08:00,CBE,10:50,2h 50m,12,SMTWTFS,NULL,100 km,35 km/hr,NULL
186,56324,Mangaluru Central - Coimbatore Fast Passenger (UnReserved),Pass,SR,Slowed: 20m,NULL,NULL,MAQ,07:40,CBE,20:00,12h 20m,52,SMTWTFS,NULL,407 km,33 km/hr,56323
187,56610,Nilambur Road - Palakkad Jn. Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,NIL,17:05,PGT,20:45,3h 40m,17,SMTWTFS,NULL,110 km,30 km/hr,56611
188,56603,Thrissur - Kannur Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,TCR,05:55,CAN,12:15,6h 20m,39,SMTWTFS,NULL,208 km,33 km/hr,56605
189,56611,Palakkad Jn.- Nilambur Road Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,PGT,05:55,NIL,08:50,2h 55m,17,SMTWTFS,NULL,110 km,38 km/hr,56610
190,56600,Kozhikode - Shoranur Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,CLT,05:00,SRR,07:25,2h 25m,14,SMTWTFS,NULL,86 km,36 km/hr,56601
191,56612,Nilambur Road - Shoranur Passenger (UnReserved),Pass,SR,Slowed: 15m,NULL,NULL,NIL,06:45,SRR,08:40,1h 55m,10,SMTWTFS,NULL,66 km,34 km/hr,56613
192,56362,Kottayam - Nilambur Road  Passenger (UnReserved),Pass,SR,Src Changed.,NULL,NULL,KTYM,05:20,NIL,13:10,7h 50m,38,SMTWTFS,NULL,231 km,29 km/hr,56363
193,56614,Nilambur Road - Shoranur Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,NIL,09:10,SRR,10:55,1h 45m,10,SMTWTFS,NULL,66 km,38 km/hr,56613
194,56616,Nilambur Road - Shoranur Fast Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,NIL,11:25,SRR,13:05,1h 40m,10,SMTWTFS,NULL,66 km,40 km/hr,56617
195,56602,Kannur - Shoranur Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,CAN,14:45,SRR,20:40,5h 55m,33,SMTWTFS,NULL,175 km,30 km/hr,NULL
196,56371,Guruvayur - Ernakulam Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,GUV,06:45,ERS,09:25,2h 40m,15,SMTWTFS,NULL,97 km,36 km/hr,56370
197,56370,Ernakulam - Guruvayur Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,ERS,06:00,GUV,08:40,2h 40m,16,SMTWTFS,NULL,97 km,36 km/hr,56371
198,56373,Guruvayur - Thrissur Passenger (UnReserved),Pass,SR,No TT Change,NULL,NULL,GUV,09:05,TCR,09:35,0h 30m,1,SMTWTFS,NULL,23 km,46 km/hr,56374
199,56375,Guruvayur - Ernakulam Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,GUV,13:05,ERS,16:00,2h 55m,16,SMTWTFS,NULL,97 km,33 km/hr,56376
200,56043,Guruvayur - Thrissur Passenger (UnReserved),Pass,SR,No TT Change,NULL,NULL,GUV,17:10,TCR,17:40,0h 30m,1,SMTWTFS,NULL,23 km,46 km/hr,56044
201,56363,Nilambur Road - Kottayam Passenger (UnReserved),Pass,SR,Dest Changed.,NULL,NULL,NIL,14:45,KTYM,22:40,7h 55m,39,SMTWTFS,NULL,231 km,29 km/hr,56362
202,56376,Ernakulam - Guruvayur Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,ERS,19:50,GUV,22:40,2h 50m,15,SMTWTFS,NULL,97 km,34 km/hr,56375
203,56392,Kollam - Ernakulam Passenger (via Kottayam) (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,QLN,04:00,ERS,08:35,4h 35m,23,SMTWTFS,NULL,156 km,34 km/hr,56391
204,56302,Alappuzha - Ernakulam Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,ALLP,07:25,ERS,09:00,1h 35m,10,SMTWTFS,NULL,57 km,36 km/hr,56303
205,56380,Kayamkulam - Ernakulam Passenger(Via Alappuzha) (UnReserved),Pass,SR,No Speed Change,NULL,NULL,KYJ,08:40,ERS,11:15,2h 35m,14,SMTWTFS,NULL,101 km,39 km/hr,56381
206,56382,Kayamkulam - Ernakulam Passenger(via Alappuzha) (UnReserved),Pass,SR,No Speed Change,NULL,NULL,KYJ,13:10,ERS,15:35,2h 25m,10,SMTWTFS,NULL,101 km,42 km/hr,56381
207,56384,Alappuzha - Ernakulam Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,ALLP,17:55,ERS,19:35,1h 40m,10,SMTWTFS,NULL,57 km,34 km/hr,56379
208,56300,Kollam - Alappuzha Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,QLN,03:30,ALLP,05:45,2h 15m,12,SMTWTFS,NULL,84 km,37 km/hr,56301
209,56379,Ernakulam - Alappuzha Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,ERS,07:50,ALLP,09:35,1h 45m,10,SMTWTFS,NULL,57 km,33 km/hr,56384
210,56381,Ernakulam - Kayankulam Passenger(via Alappuzha) (UnReserved),Pass,SR,No Speed Change,NULL,NULL,ERS,10:10,KYJ,12:35,2h 25m,9,SMTWTFS,NULL,101 km,42 km/hr,56382
211,56303,Ernakulam - Alappuzha Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,ERS,15:40,ALLP,17:20,1h 40m,10,SMTWTFS,NULL,57 km,34 km/hr,56302
212,56383,Ernakulam - Kayamkulam Passenger (via Alappuzha) (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,ERS,18:00,KYJ,21:05,3h 5m,17,SMTWTFS,NULL,101 km,33 km/hr,56382
213,56378,Kayamkulam - Alappuzha Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,KYJ,22:25,ALLP,23:30,1h 5m,4,SMTWTFS,NULL,43 km,40 km/hr,56377
214,56377,Alappuzha - Kayamkulam Passenger (UnReserved),Pass,SR,No TT Change,NULL,NULL,ALLP,07:05,KYJ,08:10,1h 5m,6,SMTWTFS,NULL,43 km,40 km/hr,56378
215,56305,Kottayam - Kollam Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,KTYM,05:35,QLN,08:15,2h 40m,12,SMTWTFS,NULL,96 km,36 km/hr,56304
216,56394,Kollam - Kottayam Passenger (UnReserved),Pass,SR,Slowed: 25m,NULL,NULL,QLN,09:15,KTYM,12:10,2h 55m,12,SMTWTFS,NULL,96 km,33 km/hr,56393
217,56387,Ernakulam - Kayamkulam Passenger(via Kottayam) (UnReserved),Pass,SR,Slowed: 25m,NULL,NULL,ERS,12:20,KYJ,15:40,3h 20m,12,SMTWTFS,NULL,115 km,34 km/hr,56388
218,56304,Nagercoil - Kottayam Passenger (UnReserved),Pass,SR,Slowed: 15m,NULL,NULL,NCJ,12:15,KTYM,20:00,7h 45m,42,SMTWTFS,NULL,232 km,30 km/hr,56305
219,56301,Alappuzha - Kollam Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,ALLP,17:25,QLN,19:30,2h 5m,12,SMTWTFS,NULL,84 km,40 km/hr,56300
220,56393,Kottayam - Kollam Passenger (UnReserved),Pass,SR,Slowed: 5m,NULL,NULL,KTYM,18:00,QLN,20:40,2h 40m,12,SMTWTFS,NULL,96 km,36 km/hr,56394
221,56391,Ernakulam - Kollam Passenger(via Kottayam) (UnReserved),Pass,SR,Speeded: 5m,NULL,NULL,ERS,18:30,QLN,22:45,4h 15m,23,SMTWTFS,NULL,156 km,37 km/hr,56392
222,56308,Thiruvananthapuram - Kollam Passenger (UnReserved),Pass,SR,No TT Change,NULL,NULL,TVC,18:00,QLN,20:00,2h 0m,16,SMTWTFS,NULL,65 km,32 km/hr,56307
223,56310,Nagercoil - Thiruvananthapuram Central Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,NCJ,06:30,TVC,08:30,2h 0m,12,SMTWTFS,NULL,71 km,36 km/hr,NULL
224,56307,Kollam - Thiruvananthapuram Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,QLN,06:50,TVC,08:55,2h 5m,16,SMTWTFS,NULL,65 km,31 km/hr,56308
225,56318,Nagercoil - Kochuveli Passenger (UnReserved),Pass,SR,No Speed Change,NULL,NULL,NCJ,07:55,KCVL,10:20,2h 25m,14,SMTWTFS,NULL,78 km,32 km/hr,56317
226,56309,Kollam - Thiruvananthapuram Central Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,QLN,15:35,TVC,17:45,2h 10m,16,SMTWTFS,NULL,65 km,30 km/hr,56308
227,56316,Nagercoil - Thiruvananthapuram Passenger (UnReserved),Pass,SR,Slowed: 10m,NULL,NULL,NCJ,18:15,TVC,20:20,2h 5m,12,SMTWTFS,NULL,71 km,34 km/hr,56315
228,59439,Mumbai Central - Ahmedabad Passenger,Pass,WR,No Speed Change,NULL,NULL,MMCT,12:15,ADI,04:00,15h 45m,70,SMTWTFS,SL ,493 km,31 km/hr,59440
229,54806,Jaipur - Ahmedabad Passenger,Pass,NWR,Speeded: 1h 15m,NULL,NULL,JP,05:35,ADI,02:30,20h 55m,82,SMTWTFS,SL ,631 km,30 km/hr,54805
230,59050,Viramgam - Valsad Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,VG,07:50,BL,20:45,12h 55m,61,SMTWTFS,NULL,364 km,28 km/hr,59049
231,59049,Valsad - Viramgam Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,BL,06:05,VG,20:10,14h 5m,61,SMTWTFS,NULL,364 km,26 km/hr,59050
232,59832,Kota - Vadodara Passenger (UnReserved),Pass,WCR,Speeded: 25m,NULL,NULL,KOTA,10:00,BRC,01:00,15h 0m,61,SMTWTFS,NULL,527 km,35 km/hr,59831
233,59078,Bhusaval - Surat Passenger,Pass,WR,Slowed: 55m,NULL,NULL,BSL,21:15,ST,07:35,10h 20m,29,SMTWTFS,SL ,335 km,32 km/hr,59077
234,59076-Slip,Bhusaval - Mumbai Central Passenger Slip (Via Surat),Pass,WR,No Speed Change,NULL,NULL,BSL,08:45,MMCT,04:35,19h 50m,71,SMTWTFS,SL ,598 km,30 km/hr,59441-Slip
235,59076,Bhusaval - Surat Passenger,Pass,WR,No Speed Change,NULL,NULL,BSL,08:45,ST,19:45,11h 0m,42,SMTWTFS,SL ,335 km,30 km/hr,59075
236,59037,Virar - Surat Shuttle (UnReserved),Pass,WR,Slowed: 5m,NULL,NULL,VR,17:05,ST,23:50,6h 45m,28,SMTWTFS,NULL,208 km,31 km/hr,59038
237,59038,Surat - Virar Passenger (UnReserved),Pass,WR,Slowed: 10m,NULL,NULL,ST,04:15,VR,10:05,5h 50m,29,SMTWTFS,NULL,208 km,36 km/hr,59037
238,59039,Virar - Valsad Shuttle (UnReserved),Pass,WR,Speeded: 5m,NULL,NULL,VR,11:30,BL,14:30,3h 0m,16,SMTWTFS,NULL,139 km,46 km/hr,59040
239,59023,Mumbai Central - Valsad Fast Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,MMCT,18:10,BL,22:55,4h 45m,19,SMTWTFS,NULL,194 km,41 km/hr,59024
240,59024,Valsad - Mumbai Central Fast Passenger (UnReserved),Pass,WR,Dest Changed.,NULL,NULL,BL,04:50,MMCT,09:15,4h 25m,19,SMTWTFS,NULL,194 km,44 km/hr,59023
241,59045,Bandra Terminus - Vapi Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,BDTS,09:25,VAPI,13:15,3h 50m,18,SMTWTFS,NULL,157 km,41 km/hr,59046
242,59046,Valsad - Bandra Terminus Passenger (UnReserved),Pass,WR,No Speed Change,NULL,NULL,BL,16:30,BDTS,21:10,4h 40m,21,SMTWTFS,NULL,183 km,39 km/hr,59045
243,59040,Vapi - Virar Shuttle (UnReserved),Pass,WR,No Speed Change,NULL,NULL,VAPI,13:55,VR,16:15,2h 20m,12,SMTWTFS,NULL,113 km,48 km/hr,59039
244,51034,Sainagar Shirdi - Mumbai CSMT Fast Passenger (Via Daund),Pass,CR,No Speed Change,NULL,NULL,SNSI,16:10,CSMT,04:10,12h 0m,29,SMTWTFS,SL 3A ,453 km,38 km/hr,51033
245,51153,Mumbai CSMT - Bhusaval Passenger (UnReserved),Pass,CR,Slowed: 5m,NULL,NULL,CSMT,05:25,BSL,18:00,12h 35m,46,SMTWTFS,NULL,441 km,35 km/hr,51154
246,51154,Bhusaval - Mumbai CSMT Passenger (UnReserved),Pass,CR,No Speed Change,NULL,NULL,BSL,07:05,CSMT,19:05,12h 0m,46,SMTWTFS,NULL,441 km,37 km/hr,51153
247,51033,Mumbai CSMT - Sainagar Shirdi Fast Passenger (Via Daund),Pass,CR,No Speed Change,NULL,NULL,CSMT,22:55,SNSI,10:55,12h 0m,26,SMTWTFS,SL 3A ,453 km,38 km/hr,51034
248,58012,Chakradharpur - Howrah Fast Passenger,Pass,SER,Slowed: 15m,NULL,NULL,CKP,17:20,HWH,04:45,11h 25m,43,SMTWTFS,SL 3A 2A ,439 km,38 km/hr,58011
249,53048,Viswabharati Fast Passenger,Pass,ER,No Speed Change,NULL,NULL,RPH,05:10,HWH,10:10,5h 0m,22,SMTWTFS,2S CC ,219 km,44 km/hr,53047
250,58016,Rani Shiromoni Fast Passenger (UnReserved),Pass,SER,Slowed: 5m,NULL,NULL,ADRA,04:30,HWH,10:15,5h 45m,26,SMTWTFS,NULL,284 km,49 km/hr,58015
251,53046,Mayurakshi Fast Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,RPH,05:30,HWH,11:35,6h 5m,18,SMTWTFS,NULL,288 km,47 km/hr,53045
252,58002,Puri - Santragachi Passenger (UnReserved),Pass,SER,Slowed: 5m,NULL,NULL,PURI,09:35,SRC,01:40,16h 5m,92,SMTWTFS,NULL,515 km,32 km/hr,58001
253,53044,Rajgir - Howrah Fast Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,RGD,12:30,HWH,12:10,23h 40m,80,SMTWTFS,NULL,656 km,28 km/hr,53043
254,53041,Howrah - Jaynagar (Dhuliyan) Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,HWH,07:15,JYG,12:35,29h 20m,116,SMTWTFS,NULL,720 km,25 km/hr,53042
255,53043,Howrah - Rajgir Fast Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,HWH,11:10,RGD,10:55,23h 45m,84,SMTWTFS,NULL,656 km,28 km/hr,53044
256,53045,Mayurakshi Fast Passenger (UnReserved),Pass,ER,No Speed Change,NULL,NULL,HWH,16:25,RPH,22:15,5h 50m,19,SMTWTFS,NULL,288 km,49 km/hr,53046
257,53047,Viswabharati Fast Passenger,Pass,ER,Slowed: 5m,NULL,NULL,HWH,16:35,RPH,21:25,4h 50m,21,SMTWTFS,2S CC ,219 km,45 km/hr,53048
258,51402,Manmad - Pune Passenger,Pass,CR,Slowed: 1h 0m,NULL,NULL,MMR,21:15,PUNE,08:30,11h 15m,30,SMTWTFS,SL ,313 km,28 km/hr,51401
259,51350,Daund - Pune Shuttle (UnReserved),Pass,CR,No Speed Change,NULL,NULL,DD,07:05,PUNE,08:50,1h 45m,9,SMTWTFS,NULL,75 km,43 km/hr,51347
260,51452,Baramati - Pune Passenger (UnReserved),Pass,CR,No Speed Change,NULL,NULL,BRMT,10:40,PUNE,13:55,3h 15m,13,SMTWTFS,NULL,118 km,36 km/hr,51451
261,51462,Belagavi - Miraj Passenger (UnReserved),Pass,CR,Speeded: 10m,NULL,NULL,BGM,06:10,MRJ,09:10,3h 0m,14,SMTWTFS,NULL,137 km,46 km/hr,51463
262,51406,Castle Rock - Miraj Passenger (UnReserved),Pass,CR,Slowed: 30m,NULL,NULL,CLR,05:40,MRJ,11:30,5h 50m,22,SMTWTFS,NULL,213 km,37 km/hr,51405
263,51432,Londa - Miraj Passenger (UnReserved),Pass,CR,No Speed Change,NULL,NULL,LD,11:45,MRJ,16:25,4h 40m,18,SMTWTFS,NULL,189 km,40 km/hr,51431
